floor,eye_elev_navd88,x,y,clear_S0,verdict_S0,clear_S1,verdict_S1,clear_S2_leafoff,verdict_S2_leafoff,clear_S2_leafon,verdict_S2_leafon,canopy_gain_leafoff,canopy_gain_leafon,uses_dip_fallback
2,635.0,19532958.26,750642.65,100.0,acceptable,46.2,marginal,0.0,blocked,0.0,blocked,46.2,46.2,False
3,647.0,19532958.26,750642.65,100.0,acceptable,100.0,acceptable,30.8,blocked,15.4,blocked,69.2,84.6,False
4,659.0,19532958.26,750642.65,100.0,acceptable,100.0,acceptable,53.8,marginal,53.8,marginal,46.2,46.2,False
5,671.0,19532958.26,750642.65,100.0,acceptable,100.0,acceptable,92.3,acceptable,69.2,marginal,7.7,30.8,False
6,683.0,19532958.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532958.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532958.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19532983.26,750642.65,100.0,acceptable,61.5,marginal,15.4,blocked,0.0,blocked,46.1,61.5,False
3,647.0,19532983.26,750642.65,100.0,acceptable,100.0,acceptable,30.8,blocked,15.4,blocked,69.2,84.6,False
4,659.0,19532983.26,750642.65,100.0,acceptable,100.0,acceptable,69.2,marginal,69.2,marginal,30.8,30.8,False
5,671.0,19532983.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,84.6,acceptable,0.0,15.4,False
6,683.0,19532983.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532983.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532983.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533008.26,750642.65,100.0,acceptable,69.2,marginal,7.7,blocked,7.7,blocked,61.5,61.5,False
3,647.0,19533008.26,750642.65,100.0,acceptable,100.0,acceptable,46.2,marginal,15.4,blocked,53.8,84.6,False
4,659.0,19533008.26,750642.65,100.0,acceptable,100.0,acceptable,92.3,acceptable,84.6,acceptable,7.7,15.4,False
5,671.0,19533008.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,92.3,acceptable,0.0,7.7,False
6,683.0,19533008.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533008.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533008.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533033.26,750642.65,61.5,marginal,61.5,marginal,7.7,blocked,0.0,blocked,53.8,61.5,False
3,647.0,19533033.26,750642.65,100.0,acceptable,100.0,acceptable,38.5,blocked,23.1,blocked,61.5,76.9,False
4,659.0,19533033.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533033.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533033.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533033.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533033.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533058.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533058.26,750642.65,100.0,acceptable,100.0,acceptable,53.8,marginal,46.2,marginal,46.2,53.8,False
4,659.0,19533058.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533058.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533058.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533058.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533058.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533083.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533083.26,750642.65,100.0,acceptable,100.0,acceptable,69.2,marginal,46.2,marginal,30.8,53.8,False
4,659.0,19533083.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533083.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533083.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533083.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533083.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533108.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533108.26,750642.65,100.0,acceptable,100.0,acceptable,69.2,marginal,69.2,marginal,30.8,30.8,False
4,659.0,19533108.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533108.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533108.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533108.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533108.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533133.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533133.26,750642.65,100.0,acceptable,100.0,acceptable,61.5,marginal,53.8,marginal,38.5,46.2,False
4,659.0,19533133.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533133.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533133.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533133.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533133.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533158.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533158.26,750642.65,100.0,acceptable,100.0,acceptable,69.2,marginal,69.2,marginal,30.8,30.8,False
4,659.0,19533158.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533158.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533158.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533158.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533158.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533183.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533183.26,750642.65,100.0,acceptable,100.0,acceptable,76.9,marginal,76.9,marginal,23.1,23.1,False
4,659.0,19533183.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533183.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533183.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533183.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533183.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533208.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533208.26,750642.65,100.0,acceptable,84.6,acceptable,69.2,marginal,61.5,marginal,15.4,23.1,False
4,659.0,19533208.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533208.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533208.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533208.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533208.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533233.26,750642.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533233.26,750642.65,100.0,acceptable,76.9,marginal,69.2,marginal,61.5,marginal,7.7,15.4,False
4,659.0,19533233.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533233.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533233.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533233.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533233.26,750642.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19532933.26,750667.65,100.0,acceptable,38.5,blocked,0.0,blocked,0.0,blocked,38.5,38.5,False
3,647.0,19532933.26,750667.65,100.0,acceptable,100.0,acceptable,23.1,blocked,7.7,blocked,76.9,92.3,False
4,659.0,19532933.26,750667.65,100.0,acceptable,100.0,acceptable,46.2,marginal,46.2,marginal,53.8,53.8,False
5,671.0,19532933.26,750667.65,100.0,acceptable,100.0,acceptable,84.6,acceptable,69.2,marginal,15.4,30.8,False
6,683.0,19532933.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532933.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532933.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19532958.26,750667.65,100.0,acceptable,53.8,marginal,0.0,blocked,0.0,blocked,53.8,53.8,False
3,647.0,19532958.26,750667.65,100.0,acceptable,100.0,acceptable,30.8,blocked,7.7,blocked,69.2,92.3,False
4,659.0,19532958.26,750667.65,100.0,acceptable,100.0,acceptable,69.2,marginal,69.2,marginal,30.8,30.8,False
5,671.0,19532958.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,92.3,acceptable,0.0,7.7,False
6,683.0,19532958.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532958.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532958.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19532983.26,750667.65,100.0,acceptable,69.2,marginal,23.1,blocked,0.0,blocked,46.1,69.2,False
3,647.0,19532983.26,750667.65,100.0,acceptable,100.0,acceptable,46.2,marginal,23.1,blocked,53.8,76.9,False
4,659.0,19532983.26,750667.65,100.0,acceptable,100.0,acceptable,84.6,acceptable,84.6,acceptable,15.4,15.4,False
5,671.0,19532983.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19532983.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532983.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532983.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533008.26,750667.65,100.0,acceptable,84.6,acceptable,15.4,blocked,7.7,blocked,69.2,76.9,False
3,647.0,19533008.26,750667.65,100.0,acceptable,100.0,acceptable,46.2,marginal,30.8,blocked,53.8,69.2,False
4,659.0,19533008.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533008.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533008.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533008.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533008.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533033.26,750667.65,100.0,acceptable,92.3,acceptable,15.4,blocked,0.0,blocked,76.9,92.3,False
3,647.0,19533033.26,750667.65,100.0,acceptable,100.0,acceptable,61.5,marginal,46.2,marginal,38.5,53.8,False
4,659.0,19533033.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533033.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533033.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533033.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533033.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533058.26,750667.65,100.0,acceptable,100.0,acceptable,23.1,blocked,15.4,blocked,76.9,84.6,False
3,647.0,19533058.26,750667.65,100.0,acceptable,100.0,acceptable,61.5,marginal,38.5,blocked,38.5,61.5,False
4,659.0,19533058.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533058.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533058.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533058.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533058.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533083.26,750667.65,100.0,acceptable,100.0,acceptable,46.2,marginal,30.8,blocked,53.8,69.2,False
3,647.0,19533083.26,750667.65,100.0,acceptable,100.0,acceptable,53.8,marginal,46.2,marginal,46.2,53.8,False
4,659.0,19533083.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533083.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533083.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533083.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533083.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533108.26,750667.65,100.0,acceptable,100.0,acceptable,53.8,marginal,38.5,blocked,46.2,61.5,False
3,647.0,19533108.26,750667.65,100.0,acceptable,100.0,acceptable,61.5,marginal,61.5,marginal,38.5,38.5,False
4,659.0,19533108.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533108.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533108.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533108.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533108.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533133.26,750667.65,100.0,acceptable,100.0,acceptable,61.5,marginal,53.8,marginal,38.5,46.2,False
3,647.0,19533133.26,750667.65,100.0,acceptable,100.0,acceptable,61.5,marginal,53.8,marginal,38.5,46.2,False
4,659.0,19533133.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533133.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533133.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533133.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533133.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533158.26,750667.65,100.0,acceptable,100.0,acceptable,46.2,marginal,38.5,blocked,53.8,61.5,False
3,647.0,19533158.26,750667.65,100.0,acceptable,100.0,acceptable,76.9,marginal,76.9,marginal,23.1,23.1,False
4,659.0,19533158.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533158.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533158.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533158.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533158.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533183.26,750667.65,100.0,acceptable,100.0,acceptable,46.2,marginal,46.2,marginal,53.8,53.8,False
3,647.0,19533183.26,750667.65,100.0,acceptable,100.0,acceptable,84.6,acceptable,84.6,acceptable,15.4,15.4,False
4,659.0,19533183.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533183.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533183.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533183.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533183.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533208.26,750667.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533208.26,750667.65,100.0,acceptable,84.6,acceptable,76.9,marginal,69.2,marginal,7.7,15.4,False
4,659.0,19533208.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533208.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533208.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533208.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533208.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533233.26,750667.65,0.0,blocked,0.0,blocked,0.0,blocked,0.0,blocked,0.0,0.0,False
3,647.0,19533233.26,750667.65,100.0,acceptable,69.2,marginal,69.2,marginal,61.5,marginal,0.0,7.7,False
4,659.0,19533233.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533233.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533233.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533233.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533233.26,750667.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19532933.26,750692.65,100.0,acceptable,46.2,marginal,0.0,blocked,0.0,blocked,46.2,46.2,False
3,647.0,19532933.26,750692.65,100.0,acceptable,100.0,acceptable,23.1,blocked,15.4,blocked,76.9,84.6,False
4,659.0,19532933.26,750692.65,100.0,acceptable,100.0,acceptable,61.5,marginal,61.5,marginal,38.5,38.5,False
5,671.0,19532933.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,84.6,acceptable,0.0,15.4,False
6,683.0,19532933.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532933.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532933.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19532958.26,750692.65,100.0,acceptable,61.5,marginal,15.4,blocked,0.0,blocked,46.1,61.5,False
3,647.0,19532958.26,750692.65,100.0,acceptable,100.0,acceptable,30.8,blocked,23.1,blocked,69.2,76.9,False
4,659.0,19532958.26,750692.65,100.0,acceptable,100.0,acceptable,84.6,acceptable,76.9,marginal,15.4,23.1,False
5,671.0,19532958.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19532958.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532958.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532958.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19532983.26,750692.65,100.0,acceptable,76.9,marginal,23.1,blocked,0.0,blocked,53.8,76.9,False
3,647.0,19532983.26,750692.65,100.0,acceptable,100.0,acceptable,46.2,marginal,7.7,blocked,53.8,92.3,False
4,659.0,19532983.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19532983.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19532983.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19532983.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19532983.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533008.26,750692.65,100.0,acceptable,92.3,acceptable,15.4,blocked,0.0,blocked,76.9,92.3,False
3,647.0,19533008.26,750692.65,100.0,acceptable,100.0,acceptable,53.8,marginal,38.5,blocked,46.2,61.5,False
4,659.0,19533008.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533008.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533008.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533008.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533008.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533033.26,750692.65,100.0,acceptable,100.0,acceptable,15.4,blocked,7.7,blocked,84.6,92.3,False
3,647.0,19533033.26,750692.65,100.0,acceptable,100.0,acceptable,69.2,marginal,38.5,blocked,30.8,61.5,False
4,659.0,19533033.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533033.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533033.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533033.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533033.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533058.26,750692.65,100.0,acceptable,100.0,acceptable,38.5,blocked,23.1,blocked,61.5,76.9,False
3,647.0,19533058.26,750692.65,100.0,acceptable,100.0,acceptable,69.2,marginal,46.2,marginal,30.8,53.8,False
4,659.0,19533058.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533058.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533058.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533058.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
8,707.0,19533058.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
2,635.0,19533083.26,750692.65,100.0,acceptable,100.0,acceptable,53.8,marginal,46.2,marginal,46.2,53.8,False
3,647.0,19533083.26,750692.65,100.0,acceptable,100.0,acceptable,61.5,marginal,53.8,marginal,38.5,46.2,False
4,659.0,19533083.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
5,671.0,19533083.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
6,683.0,19533083.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
7,695.0,19533083.26,750692.65,100.0,acceptable,100.0,acceptable,100.0,acceptable,100.0,acceptable,0.0,0.0,False
