osm_id,name,type,area_m2,dist_m,az_deg,axis_off_deg,axis_along_m,axis_perp_m,ue_x_N_cm,ue_y_E_cm,live_roof_Z_m,dem_grade_Z_m,height_AGL_m,verdict
583092176,,yes,122.1,705.5,245.6,-84.4,69.3,702.1,-30816,-63280,,,,
643526593,,yes,122.1,538.9,163.1,-166.9,-525.0,121.8,-53269,16689,,,,
649596985,,yes,122.1,633.9,97.5,127.5,-385.6,503.2,-9952,63846,,,,
641205156,,yes,121.8,744.7,192.5,-137.5,-548.9,503.3,-74417,-15154,,,,
646829296,,yes,121.8,527.1,143.1,173.1,-523.3,62.9,-43890,32603,,,,
580294821,,yes,121.7,356.2,250.9,-79.1,67.4,349.8,-13370,-32671,,,,
593952794,,yes,121.7,238.2,218.7,-111.3,-86.7,221.9,-20313,-13890,,,,
646863824,,yes,121.4,526.8,87.0,117.0,-239.3,469.3,1021,53597,,,,
616472432,,yes,121.0,604.3,185.4,-144.6,-492.7,349.9,-61883,-4672,,,,
651342777,,yes,120.9,617.8,120.2,150.2,-536.0,307.2,-32777,54398,,,,
649119712,,yes,120.8,598.6,92.6,122.6,-322.6,504.2,-4441,60785,,,,
580285449,,yes,120.7,498.5,278.0,-52.0,307.1,392.7,5241,-48375,,,,
583389785,,yes,120.7,623.2,232.5,-97.5,-81.8,617.8,-39687,-48420,,,,
616472447,,yes,120.7,537.2,185.6,-144.4,-436.9,312.6,-55185,-4237,,,,
330120962,Bear River Shelter,yes,120.2,350.3,233.6,-96.4,-39.2,348.1,-22519,-27198,,,,
580285455,,yes,120.2,573.9,277.0,-53.0,345.8,458.0,5328,-55967,,,,
580285474,,yes,120.2,332.4,274.2,-55.8,186.9,274.8,727,-32155,,,,
641205152,,yes,119.9,733.8,187.8,-142.2,-580.0,449.6,-74424,-8948,,,,
616472454,,yes,119.5,558.3,201.4,-128.6,-348.4,436.3,-53698,-19372,,,,
646829244,,yes,118.5,618.6,152.2,-177.8,-618.1,23.9,-56439,29827,,,,
583389788,,yes,118.4,584.5,235.1,-94.9,-50.0,582.4,-35169,-46945,,,,
651236595,,yes,117.9,724.8,138.9,168.9,-711.3,139.3,-56350,48616,,,,
651240075,,yes,117.8,543.8,124.8,154.8,-492.2,231.1,-32786,45614,,,,
580285478,,yes,117.2,483.8,277.8,-52.2,296.8,382.1,4885,-46941,,,,
713685584,,yes,116.7,561.1,281.2,-48.8,369.4,422.3,9160,-54057,,,,
651240043,,yes,116.3,701.1,132.6,162.6,-669.1,209.6,-49176,52600,,,,
580294820,,yes,116.2,355.3,252.9,-77.1,79.6,346.3,-12140,-32976,,,,
593952808,,yes,116.1,232.0,205.6,-124.4,-131.2,191.4,-22646,-9029,,,,
580294777,,yes,115.8,615.4,254.2,-75.8,150.8,596.6,-18482,-58217,,,,
649596964,,yes,115.2,617.6,97.7,127.7,-378.0,488.5,-10026,62192,,,,
643526604,,yes,115.1,427.3,168.4,-161.6,-405.5,134.8,-43571,9590,,,,
580294815,,yes,114.7,596.5,280.2,-49.8,385.2,455.5,8874,-57715,,,,
643459083,,yes,114.4,701.5,212.9,-117.1,-319.3,624.6,-60596,-37138,,,,
646829271,,yes,114.2,599.7,148.0,178.0,-599.3,20.6,-52589,32740,,,,
651240032,,yes,114.2,683.2,138.4,168.4,-669.2,137.4,-52804,46347,,,,
643526590,,yes,114.1,616.1,165.1,-164.9,-594.8,160.7,-61257,16816,,,,
580285481,,yes,114.0,534.9,281.7,-48.3,356.0,399.3,9152,-51388,,,,
582112933,,yes,113.0,628.6,242.3,-87.7,25.3,628.1,-30928,-54672,,,,
613101574,,yes,113.0,432.7,122.8,152.8,-384.7,198.0,-25128,37374,,,,
583389778,,yes,112.9,672.5,239.4,-90.6,-6.7,672.5,-35917,-56915,,,,
616472459,,yes,112.5,511.4,208.1,-121.9,-270.2,434.2,-46824,-23104,,,,
616472470,,yes,112.1,616.0,212.2,-117.8,-286.9,545.1,-53816,-31867,,,,
663212851,,yes,112.1,665.6,274.0,-56.0,372.6,551.6,2969,-65408,,,,
576960782,,yes,112.0,716.6,235.8,-94.2,-53.0,714.6,-42039,-58248,,,,
580285487,,yes,112.0,678.4,279.6,-50.4,432.1,523.0,9556,-65903,,,,
641205150,,yes,111.8,705.3,188.1,-141.9,-555.1,435.1,-71548,-8935,,,,
580285476,,yes,111.6,312.3,274.3,-55.7,175.9,258.1,615,-30155,,,,
641205146,,yes,111.5,709.3,192.5,-137.5,-522.8,479.3,-70957,-14383,,,,
643459101,,yes,110.9,695.0,202.9,-127.1,-419.1,554.4,-65731,-26062,,,,
609308549,,yes,110.7,328.7,186.7,-143.3,-263.6,196.2,-34360,-2821,,,,
580285444,,yes,110.6,509.7,270.8,-59.2,261.0,437.8,-999,-49973,,,,
643526602,,yes,110.6,494.5,172.7,-157.3,-456.2,190.9,-50763,7268,,,,
651240048,,yes,110.3,705.1,127.3,157.3,-650.7,271.7,-44481,57055,,,,
616472468,,yes,110.2,605.9,207.9,-122.1,-322.0,513.3,-55266,-27367,,,,
583389787,,yes,110.1,612.9,231.7,-98.3,-88.9,606.4,-39736,-47078,,,,
649596968,,yes,110.1,615.5,99.6,129.6,-392.5,474.1,-12000,61676,,,,
616472448,,yes,109.9,522.3,186.3,-143.7,-420.8,309.3,-53625,-4752,,,,
643459105,,yes,109.8,669.7,201.5,-128.5,-417.2,523.9,-64037,-23518,,,,
582112956,,yes,109.6,665.5,250.7,-79.3,124.1,653.9,-23658,-61843,,,,
651240031,,yes,109.6,693.8,137.3,167.3,-676.8,152.4,-52714,48029,,,,
643526601,,yes,109.2,482.0,171.8,-158.2,-447.6,178.8,-49420,7888,,,,
641205179,,yes,109.1,691.6,178.8,-151.2,-606.2,333.0,-70863,2464,,,,
641212194,,yes,109.1,491.0,113.3,143.3,-393.6,293.6,-21127,46095,,,,
646829246,,yes,109.0,635.1,149.7,179.7,-635.1,2.9,-56572,32993,,,,
643459106,,yes,108.2,654.8,201.9,-128.1,-404.0,515.3,-62465,-23437,,,,
641205171,,yes,107.6,739.0,184.6,-145.4,-608.5,419.4,-75383,-4900,,,,
593952796,,yes,107.4,246.7,222.7,-107.3,-73.4,235.6,-19848,-15741,,,,
609308501,,yes,107.4,305.9,214.0,-116.0,-134.2,274.9,-27082,-16104,,,,
580285477,,yes,107.3,380.5,273.3,-56.7,208.8,318.1,457,-36998,,,,
582112939,,yes,107.3,606.5,246.4,-83.6,67.6,602.7,-26000,-54586,,,,
643526594,,yes,106.8,526.9,164.3,-165.7,-510.7,129.9,-52436,15279,,,,
646829250,,yes,106.7,687.8,148.8,178.8,-687.7,14.9,-60525,36662,,,,
580294819,,yes,106.6,338.0,251.9,-78.1,69.7,330.8,-12219,-31140,,,,
1288927381,,yes,106.2,69.9,92.0,122.0,-37.0,59.3,-1956,7979,,,,
582112931,,yes,106.0,632.5,244.1,-85.9,45.6,630.8,-29303,-55920,,,,
616472469,,yes,105.6,611.9,209.5,-120.5,-310.5,527.3,-54969,-29146,,,,
609308521,,yes,105.5,368.7,214.2,-115.8,-160.5,332.0,-32211,-19734,,,,
643459109,,yes,105.3,619.1,203.1,-126.9,-371.6,495.1,-58653,-23309,,,,
643526578,,yes,105.2,747.0,212.6,-117.4,-344.3,662.9,-64677,-39202,,,,
646378048,,yes,105.0,745.5,156.4,-173.6,-740.9,82.8,-70014,30866,,,,
556333721,,yes,104.2,228.2,62.5,92.5,-10.0,228.0,8816,21236,,,,
583389782,,yes,104.2,664.3,235.0,-95.0,-57.7,661.8,-39808,-53438,,,,
651363931,,yes,104.1,742.3,119.7,149.7,-641.2,374.1,-38538,65446,,,,
646829257,,yes,103.9,672.4,156.2,-173.8,-668.4,73.1,-63258,28077,,,,
646829280,,yes,103.8,541.9,153.5,-176.5,-540.9,33.1,-50214,25166,,,,
580294806,,yes,103.3,746.0,259.3,-70.7,246.8,704.0,-15542,-72321,,,,
647439424,,yes,103.3,615.3,77.0,107.0,-179.8,588.4,12137,60941,,,,
646829278,,yes,103.2,575.7,146.3,176.3,-574.6,37.0,-49625,32920,,,,
649119729,,yes,103.1,729.5,89.1,119.1,-354.7,637.5,-558,73934,,,,
563397183,,yes,102.9,635.6,288.3,-41.7,474.3,423.0,18214,-59360,,,,
651342751,,yes,102.3,622.4,115.1,145.1,-510.5,356.1,-28120,57353,,,,
580294776,,yes,102.2,595.8,252.8,-77.2,132.1,580.9,-19319,-55926,,,,
580285451,,yes,102.1,509.8,274.9,-55.1,291.6,418.2,2624,-49807,,,,
584329038,,yes,102.1,187.4,239.9,-90.1,-0.3,187.4,-11111,-15224,,,,
609308538,,yes,102.0,356.4,203.6,-126.4,-211.4,286.9,-34368,-13288,,,,
580294799,,yes,101.9,580.9,259.3,-70.7,192.5,548.1,-12453,-56098,,,,
647439438,,yes,101.9,738.2,81.1,111.1,-265.7,688.8,9717,73924,,,,
647439405,,yes,101.3,637.5,71.8,101.8,-129.9,624.1,18244,61536,,,,
651342792,,yes,101.3,690.1,110.0,140.0,-528.7,443.6,-25320,65841,,,,
641205182,,yes,101.2,720.3,171.4,-158.6,-670.4,263.4,-72945,11704,,,,
649119728,,yes,101.2,733.8,90.5,120.5,-372.0,632.5,-2304,74365,,,,
651233544,,yes,101.2,629.2,103.8,133.8,-435.1,454.5,-16677,62105,,,,
647439432,,yes,101.1,695.8,84.2,114.2,-284.7,634.9,5371,70211,,,,
651342764,,yes,100.6,647.9,126.1,156.1,-592.2,262.9,-39853,53369,,,,
646829245,,yes,100.5,626.0,151.1,-178.9,-625.9,12.0,-56520,31252,,,,
651342773,,yes,100.5,623.0,122.9,152.9,-554.7,283.5,-35581,53284,,,,
582112905,,yes,100.2,514.2,235.7,-94.3,-39.0,512.7,-30728,-41463,,,,
609308540,,yes,99.8,341.7,197.9,-132.1,-228.9,253.7,-34219,-9534,,,,
580294778,,yes,99.6,614.4,252.8,-77.2,135.9,599.1,-19904,-57692,,,,
651240055,,yes,99.4,697.4,129.6,159.6,-653.8,242.8,-46196,54710,,,,
646829274,,yes,99.2,625.0,144.6,174.6,-622.3,58.5,-52678,37174,,,,
651233547,,yes,99.2,653.3,100.8,130.8,-426.5,494.8,-13907,65169,,,,
576959321,,yes,99.1,146.3,283.2,-46.8,100.2,106.7,1624,-13256,,,,
651240056,,yes,98.9,712.6,131.8,161.8,-677.0,222.5,-49218,54107,,,,
651240077,,yes,98.7,505.4,127.5,157.5,-467.0,193.3,-32497,41079,,,,
582112924,,yes,98.6,685.1,255.0,-75.0,177.8,661.6,-19396,-65196,,,,
582112894,,yes,98.3,481.9,241.5,-88.5,12.2,481.8,-24745,-41343,,,,
643459078,,yes,98.3,741.8,221.0,-109.0,-241.9,701.2,-57727,-47638,,,,
